
SetupTitle, ID-VG Postbreak
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 6
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I2
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, Output.List.Data, V1, I1, V2, I2, V3, I3, V4, I4
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/10/2023 17:06:53
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 37
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, f6208558-44d1-442b-98ef-f875fc361603
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 20
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -5.1E-10
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 6.8E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.18181818181818182
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.88235294117647067
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.18181818181818182
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.88235294117647067
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.18181818181818182
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.88235294117647067
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.18181818181818182
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.88235294117647067
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.18181818181818182
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.88235294117647067
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:MP, Name=V1, Direction=Double, Linear/Log=LINEAR, Start=-2 V, Stop=20 V, Step=110 mV, No. of Steps=201, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU2:MP, Name=V2, Source Mode=V, Source=250 mV, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, V1, I1, V2, I2, V3, I3, V4, I4
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, V, A, V, A, V, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID-VG Postbreak
Dimension1, 402, 402, 402, 402, 402, 402, 402, 402
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, V1, V2, I1, I2, V3, I3, V4, I4
DataValue, -2, 0.25, -7.61E-12, 6.7510000000000008E-11, , , , 
DataValue, -1.8900000000000001, 0.25, -3.58E-12, 6.272E-11, , , , 
DataValue, -1.78, 0.25, -2.9E-12, 5.938E-11, , , , 
DataValue, -1.67, 0.25, -2.04E-12, 5.5260000000000005E-11, , , , 
DataValue, -1.56, 0.25, -8.1000000000000008E-13, 4.8640000000000006E-11, , , , 
DataValue, -1.45, 0.25, -1.1100000000000001E-12, 4.4450000000000005E-11, , , , 
DataValue, -1.34, 0.25, -6.3E-13, 4.1600000000000004E-11, , , , 
DataValue, -1.23, 0.25, 3.0000000000000003E-13, 3.853E-11, , , , 
DataValue, -1.12, 0.25, 2.4000000000000004E-13, 3.467E-11, , , , 
DataValue, -1.01, 0.25, -8.0000000000000013E-14, 3.1770000000000004E-11, , , , 
DataValue, -0.9, 0.25, 2E-13, 3.082E-11, , , , 
DataValue, -0.79, 0.25, 1.4700000000000002E-12, 2.899E-11, , , , 
DataValue, -0.68, 0.25, 1.23E-12, 2.6500000000000002E-11, , , , 
DataValue, -0.57000000000000006, 0.25, 1.3400000000000002E-12, 2.507E-11, , , , 
DataValue, -0.46, 0.25, 1.5300000000000001E-12, 2.6610000000000002E-11, , , , 
DataValue, -0.35000000000000003, 0.25, 2.62E-12, 2.429E-11, , , , 
DataValue, -0.24, 0.25, 2.2200000000000002E-12, 2.285E-11, , , , 
DataValue, -0.13, 0.25, 2.4000000000000003E-12, 2.209E-11, , , , 
DataValue, -0.02, 0.25, 1.93E-12, 2.3990000000000003E-11, , , , 
DataValue, 0.09, 0.25, 2.54E-12, 2.351E-11, , , , 
DataValue, 0.2, 0.25, 2.1500000000000003E-12, 2.161E-11, , , , 
DataValue, 0.31, 0.25, 3.3400000000000003E-12, 2.0800000000000002E-11, , , , 
DataValue, 0.42, 0.25, 2.7800000000000003E-12, 2.258E-11, , , , 
DataValue, 0.53, 0.25, 3.48E-12, 2.2570000000000003E-11, , , , 
DataValue, 0.64, 0.25, 3.4200000000000004E-12, 2.129E-11, , , , 
DataValue, 0.75, 0.25, 2.8100000000000003E-12, 2.107E-11, , , , 
DataValue, 0.86, 0.25, 3.61E-12, 2.201E-11, , , , 
DataValue, 0.97, 0.25, 3.96E-12, 2.198E-11, , , , 
DataValue, 1.08, 0.25, 3.1700000000000004E-12, 2.116E-11, , , , 
DataValue, 1.19, 0.25, 3.38E-12, 2.0800000000000002E-11, , , , 
DataValue, 1.3, 0.25, 3.58E-12, 2.22E-11, , , , 
DataValue, 1.41, 0.25, 4.28E-12, 2.1330000000000002E-11, , , , 
DataValue, 1.52, 0.25, 4.07E-12, 2.0550000000000003E-11, , , , 
DataValue, 1.6300000000000001, 0.25, 4.18E-12, 2.074E-11, , , , 
DataValue, 1.74, 0.25, 4.18E-12, 2.203E-11, , , , 
DataValue, 1.85, 0.25, 4.16E-12, 2.1570000000000003E-11, , , , 
DataValue, 1.96, 0.25, 4.5000000000000006E-12, 2.0480000000000003E-11, , , , 
DataValue, 2.07, 0.25, 4.6600000000000007E-12, 2.0800000000000002E-11, , , , 
DataValue, 2.18, 0.25, 4.41E-12, 2.129E-11, , , , 
DataValue, 2.29, 0.25, 5.5200000000000007E-12, 2.1460000000000003E-11, , , , 
DataValue, 2.4, 0.25, 4.5500000000000006E-12, 2.063E-11, , , , 
DataValue, 2.5100000000000002, 0.25, 5.0000000000000005E-12, 2.0910000000000002E-11, , , , 
DataValue, 2.62, 0.25, 5.3100000000000006E-12, 2.1480000000000003E-11, , , , 
DataValue, 2.73, 0.25, 5.7700000000000007E-12, 2.1240000000000002E-11, , , , 
DataValue, 2.84, 0.25, 5.08E-12, 1.9800000000000002E-11, , , , 
DataValue, 2.95, 0.25, 5.5200000000000007E-12, 2.003E-11, , , , 
DataValue, 3.06, 0.25, 5.7300000000000008E-12, 2.1770000000000003E-11, , , , 
DataValue, 3.17, 0.25, 6.7900000000000008E-12, 2.0690000000000002E-11, , , , 
DataValue, 3.2800000000000002, 0.25, 6.2700000000000005E-12, 1.9530000000000003E-11, , , , 
DataValue, 3.39, 0.25, 6.9400000000000007E-12, 1.948E-11, , , , 
DataValue, 3.5, 0.25, 6.51E-12, 2.1590000000000003E-11, , , , 
DataValue, 3.61, 0.25, 7.0500000000000009E-12, 2.114E-11, , , , 
DataValue, 3.72, 0.25, 6.81E-12, 2.0060000000000003E-11, , , , 
DataValue, 3.83, 0.25, 6.86E-12, 2.0000000000000002E-11, , , , 
DataValue, 3.94, 0.25, 7.0800000000000005E-12, 2.1330000000000002E-11, , , , 
DataValue, 4.05, 0.25, 8.7100000000000015E-12, 2.038E-11, , , , 
DataValue, 4.16, 0.25, 7.42E-12, 1.977E-11, , , , 
DataValue, 4.2700000000000005, 0.25, 8.22E-12, 1.897E-11, , , , 
DataValue, 4.38, 0.25, 8.54E-12, 2.0750000000000003E-11, , , , 
DataValue, 4.49, 0.25, 9.24E-12, 2.0510000000000002E-11, , , , 
DataValue, 4.6000000000000005, 0.25, 8.680000000000001E-12, 1.9130000000000003E-11, , , , 
DataValue, 4.71, 0.25, 9.58E-12, 1.9860000000000003E-11, , , , 
DataValue, 4.82, 0.25, 9.25E-12, 2.1190000000000003E-11, , , , 
DataValue, 4.93, 0.25, 1.015E-11, 2.0530000000000002E-11, , , , 
DataValue, 5.04, 0.25, 1.0730000000000001E-11, 1.908E-11, , , , 
DataValue, 5.15, 0.25, 1.0600000000000001E-11, 2.0060000000000003E-11, , , , 
DataValue, 5.26, 0.25, 1.079E-11, 2.0000000000000002E-11, , , , 
DataValue, 5.37, 0.25, 1.251E-11, 2.038E-11, , , , 
DataValue, 5.48, 0.25, 1.229E-11, 1.7980000000000002E-11, , , , 
DataValue, 5.59, 0.25, 1.302E-11, 1.8870000000000002E-11, , , , 
DataValue, 5.7, 0.25, 1.353E-11, 2.0310000000000002E-11, , , , 
DataValue, 5.8100000000000005, 0.25, 1.412E-11, 1.963E-11, , , , 
DataValue, 5.92, 0.25, 1.458E-11, 1.7930000000000003E-11, , , , 
DataValue, 6.03, 0.25, 1.537E-11, 1.7890000000000002E-11, , , , 
DataValue, 6.1400000000000006, 0.25, 1.58E-11, 1.9020000000000003E-11, , , , 
DataValue, 6.25, 0.25, 1.581E-11, 1.835E-11, , , , 
DataValue, 6.36, 0.25, 1.624E-11, 1.7070000000000002E-11, , , , 
DataValue, 6.47, 0.25, 1.821E-11, 1.7470000000000002E-11, , , , 
DataValue, 6.58, 0.25, 1.815E-11, 1.8510000000000003E-11, , , , 
DataValue, 6.69, 0.25, 1.9860000000000003E-11, 1.713E-11, , , , 
DataValue, 6.8, 0.25, 2.096E-11, 1.661E-11, , , , 
DataValue, 6.91, 0.25, 2.161E-11, 1.612E-11, , , , 
DataValue, 7.0200000000000005, 0.25, 2.2880000000000003E-11, 1.753E-11, , , , 
DataValue, 7.13, 0.25, 2.502E-11, 1.695E-11, , , , 
DataValue, 7.24, 0.25, 2.6250000000000003E-11, 1.5140000000000002E-11, , , , 
DataValue, 7.3500000000000005, 0.25, 2.7800000000000004E-11, 1.4650000000000002E-11, , , , 
DataValue, 7.46, 0.25, 2.9730000000000004E-11, 1.5560000000000002E-11, , , , 
DataValue, 7.57, 0.25, 3.2E-11, 1.5120000000000002E-11, , , , 
DataValue, 7.68, 0.25, 3.401E-11, 1.3740000000000001E-11, , , , 
DataValue, 7.79, 0.25, 3.6940000000000004E-11, 1.2350000000000001E-11, , , , 
DataValue, 7.9, 0.25, 3.85E-11, 1.2850000000000001E-11, , , , 
DataValue, 8.01, 0.25, 4.2330000000000004E-11, 1.229E-11, , , , 
DataValue, 8.120000000000001, 0.25, 4.414E-11, 1.006E-11, , , , 
DataValue, 8.23, 0.25, 4.804E-11, 9.8100000000000012E-12, , , , 
DataValue, 8.34, 0.25, 5.1620000000000005E-11, 9.74E-12, , , , 
DataValue, 8.45, 0.25, 5.6790000000000005E-11, 8.14E-12, , , , 
DataValue, 8.56, 0.25, 6.011E-11, 6.26E-12, , , , 
DataValue, 8.67, 0.25, 6.461000000000001E-11, 4.98E-12, , , , 
DataValue, 8.78, 0.25, 6.893E-11, 5.53E-12, , , , 
DataValue, 8.89, 0.25, 7.549E-11, 3.71E-12, , , , 
DataValue, 9, 0.25, 8.045E-11, 1.5600000000000002E-12, , , , 
DataValue, 9.11, 0.25, 8.58E-11, -1.8000000000000002E-13, , , , 
DataValue, 9.22, 0.25, 9.3400000000000008E-11, -1.4300000000000002E-12, , , , 
DataValue, 9.33, 0.25, 9.97E-11, -2.5300000000000003E-12, , , , 
DataValue, 9.44, 0.25, 1.0726000000000001E-10, -6.2400000000000009E-12, , , , 
DataValue, 9.55, 0.25, 1.1425E-10, -8.36E-12, , , , 
DataValue, 9.66, 0.25, 1.2288000000000002E-10, -8.82E-12, , , , 
DataValue, 9.77, 0.25, 1.3160000000000002E-10, -1.117E-11, , , , 
DataValue, 9.88, 0.25, 1.3991E-10, -1.462E-11, , , , 
DataValue, 9.99, 0.25, 1.496E-10, -1.754E-11, , , , 
DataValue, 10.1, 0.25, 1.5932000000000003E-10, -1.855E-11, , , , 
DataValue, 10.21, 0.25, 1.7003E-10, -2.181E-11, , , , 
DataValue, 10.32, 0.25, 1.8041000000000003E-10, -2.5250000000000003E-11, , , , 
DataValue, 10.43, 0.25, 1.9076000000000002E-10, -2.8820000000000004E-11, , , , 
