
SetupTitle, ID-VG Postbreak
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 6
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I2
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, Output.List.Data, V1, I1, V2, I2, V3, I3, V4, I4
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/10/2023 16:25:47
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 14
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 0e09eaf8-0231-45ab-a9da-ea97186a1997
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1.5E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1.5E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -1.000001000001E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -1.000001000001E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -1.000001000001E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -1.000001000001E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -1.000001000001E-06
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:MP, Name=V1, Direction=Double, Linear/Log=LINEAR, Start=-2 V, Stop=6 V, Step=40 mV, No. of Steps=201, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU2:MP, Name=V2, Source Mode=V, Source=250 mV, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, V1, I1, V2, I2, V3, I3, V4, I4
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, V, A, V, A, V, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID-VG Postbreak
Dimension1, 402, 402, 402, 402, 402, 402, 402, 402
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, V1, V2, I1, I2, V3, I3, V4, I4
DataValue, -2, 0.25, -1.251E-11, 1.885E-11, , , , 
DataValue, -1.96, 0.25, -7.01E-12, 1.863E-11, , , , 
DataValue, -1.92, 0.25, -5.5700000000000007E-12, 1.81E-11, , , , 
DataValue, -1.8800000000000001, 0.25, -4.56E-12, 1.7000000000000003E-11, , , , 
DataValue, -1.84, 0.25, -4.53E-12, 1.702E-11, , , , 
DataValue, -1.8, 0.25, -3.8900000000000006E-12, 1.721E-11, , , , 
DataValue, -1.76, 0.25, -3.4000000000000005E-12, 1.786E-11, , , , 
DataValue, -1.72, 0.25, -3.05E-12, 1.823E-11, , , , 
DataValue, -1.68, 0.25, -2.39E-12, 1.713E-11, , , , 
DataValue, -1.6400000000000001, 0.25, -3.2200000000000004E-12, 1.5870000000000002E-11, , , , 
DataValue, -1.6, 0.25, -2.2200000000000002E-12, 1.8870000000000002E-11, , , , 
DataValue, -1.56, 0.25, -1.4E-12, 1.885E-11, , , , 
DataValue, -1.52, 0.25, -1.3500000000000001E-12, 1.7510000000000003E-11, , , , 
DataValue, -1.48, 0.25, -5.7E-13, 1.686E-11, , , , 
DataValue, -1.44, 0.25, -2.03E-12, 1.681E-11, , , , 
DataValue, -1.4000000000000001, 0.25, -5.9E-13, 1.866E-11, , , , 
DataValue, -1.36, 0.25, -1.6000000000000003E-13, 1.7820000000000003E-11, , , , 
DataValue, -1.32, 0.25, -7.8000000000000011E-13, 1.743E-11, , , , 
DataValue, -1.28, 0.25, -5.6E-13, 1.621E-11, , , , 
DataValue, -1.24, 0.25, -4.3000000000000004E-13, 1.721E-11, , , , 
DataValue, -1.2, 0.25, 4E-13, 1.8090000000000002E-11, , , , 
DataValue, -1.16, 0.25, -1E-13, 1.7560000000000002E-11, , , , 
DataValue, -1.12, 0.25, 4.1E-13, 1.6850000000000002E-11, , , , 
DataValue, -1.08, 0.25, 3.6000000000000003E-13, 1.659E-11, , , , 
DataValue, -1.04, 0.25, 3.8000000000000005E-13, 1.8160000000000002E-11, , , , 
DataValue, -1, 0.25, 5.6E-13, 1.812E-11, , , , 
DataValue, -0.96, 0.25, 1E-13, 1.7870000000000002E-11, , , , 
DataValue, -0.92, 0.25, 1.2500000000000001E-12, 1.677E-11, , , , 
DataValue, -0.88, 0.25, -4.0000000000000006E-14, 1.5740000000000002E-11, , , , 
DataValue, -0.84, 0.25, 1E-12, 1.7890000000000002E-11, , , , 
DataValue, -0.8, 0.25, 1E-12, 1.824E-11, , , , 
DataValue, -0.76, 0.25, 1.2400000000000002E-12, 1.819E-11, , , , 
DataValue, -0.72, 0.25, 1.74E-12, 1.6470000000000002E-11, , , , 
DataValue, -0.68, 0.25, 1.21E-12, 1.659E-11, , , , 
DataValue, -0.64, 0.25, 1.3500000000000001E-12, 1.8130000000000003E-11, , , , 
DataValue, -0.6, 0.25, 1.6600000000000002E-12, 1.719E-11, , , , 
DataValue, -0.56, 0.25, 1.4800000000000002E-12, 1.67E-11, , , , 
DataValue, -0.52, 0.25, 8.9E-13, 1.584E-11, , , , 
DataValue, -0.48, 0.25, 1.23E-12, 1.757E-11, , , , 
DataValue, -0.44, 0.25, 1.5600000000000002E-12, 1.8510000000000003E-11, , , , 
DataValue, -0.4, 0.25, 1.7600000000000002E-12, 1.75E-11, , , , 
DataValue, -0.36, 0.25, 2.6300000000000003E-12, 1.6650000000000002E-11, , , , 
DataValue, -0.32, 0.25, 1.22E-12, 1.6690000000000003E-11, , , , 
DataValue, -0.28, 0.25, 2.2200000000000002E-12, 1.808E-11, , , , 
DataValue, -0.24, 0.25, 2.11E-12, 1.777E-11, , , , 
DataValue, -0.2, 0.25, 2.0500000000000004E-12, 1.692E-11, , , , 
DataValue, -0.16, 0.25, 2.08E-12, 1.615E-11, , , , 
DataValue, -0.12, 0.25, 1.96E-12, 1.7560000000000002E-11, , , , 
DataValue, -0.08, 0.25, 2.9300000000000002E-12, 1.855E-11, , , , 
DataValue, -0.04, 0.25, 2.19E-12, 1.735E-11, , , , 
DataValue, 0, 0.25, 2.01E-12, 1.712E-11, , , , 
DataValue, 0.04, 0.25, 1.5400000000000001E-12, 1.659E-11, , , , 
DataValue, 0.08, 0.25, 2.6500000000000002E-12, 1.912E-11, , , , 
DataValue, 0.12, 0.25, 3.1900000000000003E-12, 1.8310000000000003E-11, , , , 
DataValue, 0.16, 0.25, 2.4500000000000003E-12, 1.7380000000000002E-11, , , , 
DataValue, 0.2, 0.25, 2.74E-12, 1.708E-11, , , , 
DataValue, 0.24, 0.25, 1.85E-12, 1.783E-11, , , , 
DataValue, 0.28, 0.25, 3.76E-12, 1.892E-11, , , , 
DataValue, 0.32, 0.25, 2.9800000000000002E-12, 1.877E-11, , , , 
DataValue, 0.36, 0.25, 3.2900000000000003E-12, 1.8730000000000003E-11, , , , 
DataValue, 0.4, 0.25, 2.44E-12, 1.7050000000000002E-11, , , , 
DataValue, 0.44, 0.25, 2.7800000000000003E-12, 1.8840000000000003E-11, , , , 
DataValue, 0.48, 0.25, 2.77E-12, 1.9400000000000002E-11, , , , 
DataValue, 0.52, 0.25, 2.9100000000000003E-12, 1.8930000000000003E-11, , , , 
DataValue, 0.56, 0.25, 3.2200000000000004E-12, 1.906E-11, , , , 
DataValue, 0.6, 0.25, 2.8600000000000003E-12, 2.0330000000000002E-11, , , , 
DataValue, 0.64, 0.25, 2.8100000000000003E-12, 2.1200000000000002E-11, , , , 
DataValue, 0.68, 0.25, 3.3900000000000003E-12, 2.1510000000000002E-11, , , , 
DataValue, 0.72, 0.25, 3.3600000000000002E-12, 2.165E-11, , , , 
DataValue, 0.76, 0.25, 3.6000000000000004E-12, 2.194E-11, , , , 
DataValue, 0.8, 0.25, 2.9600000000000003E-12, 2.4740000000000003E-11, , , , 
DataValue, 0.84, 0.25, 4.13E-12, 2.6340000000000003E-11, , , , 
DataValue, 0.88, 0.25, 3.4900000000000003E-12, 2.7250000000000003E-11, , , , 
DataValue, 0.92, 0.25, 4.2500000000000007E-12, 2.8470000000000003E-11, , , , 
DataValue, 0.96, 0.25, 2.7100000000000004E-12, 3.008E-11, , , , 
DataValue, 1, 0.25, 4.01E-12, 3.4610000000000004E-11, , , , 
DataValue, 1.04, 0.25, 3.63E-12, 3.719E-11, , , , 
DataValue, 1.08, 0.25, 3.6800000000000005E-12, 4.0330000000000004E-11, , , , 
DataValue, 1.12, 0.25, 4.18E-12, 4.3610000000000005E-11, , , , 
DataValue, 1.16, 0.25, 3.9800000000000004E-12, 4.9260000000000006E-11, , , , 
DataValue, 1.2, 0.25, 3.8E-12, 5.6320000000000006E-11, , , , 
DataValue, 1.24, 0.25, 3.5500000000000004E-12, 6.244E-11, , , , 
DataValue, 1.28, 0.25, 4E-12, 7.036E-11, , , , 
DataValue, 1.32, 0.25, 3.43E-12, 8.106E-11, , , , 
DataValue, 1.36, 0.25, 4.62E-12, 9.5220000000000008E-11, , , , 
DataValue, 1.4000000000000001, 0.25, 3.7900000000000006E-12, 1.0942000000000001E-10, , , , 
DataValue, 1.44, 0.25, 4.28E-12, 1.26E-10, , , , 
DataValue, 1.48, 0.25, 3.9E-12, 1.4636E-10, , , , 
DataValue, 1.52, 0.25, 5.1600000000000006E-12, 1.7279E-10, , , , 
DataValue, 1.56, 0.25, 4.6600000000000007E-12, 2.0280000000000001E-10, , , , 
DataValue, 1.6, 0.25, 4.1900000000000005E-12, 2.3715E-10, , , , 
DataValue, 1.6400000000000001, 0.25, 5.0600000000000007E-12, 2.7904E-10, , , , 
DataValue, 1.68, 0.25, 4.7100000000000007E-12, 3.3224000000000003E-10, , , , 
DataValue, 1.72, 0.25, 4.6000000000000006E-12, 3.9464000000000005E-10, , , , 
DataValue, 1.76, 0.25, 4.2900000000000005E-12, 4.6775000000000006E-10, , , , 
DataValue, 1.8, 0.25, 4.79E-12, 5.5528000000000007E-10, , , , 
DataValue, 1.84, 0.25, 5.2100000000000006E-12, 6.6061000000000006E-10, , , , 
DataValue, 1.8800000000000001, 0.25, 4.37E-12, 7.8798000000000011E-10, , , , 
DataValue, 1.92, 0.25, 5.1600000000000006E-12, 9.4079E-10, , , , 
DataValue, 1.96, 0.25, 4.8600000000000007E-12, 1.1233800000000001E-09, , , , 
DataValue, 2, 0.25, 5.4100000000000006E-12, 1.4769E-09, , , , 
DataValue, 2.04, 0.25, 4.4000000000000006E-12, 1.7449E-09, , , , 
DataValue, 2.08, 0.25, 4.68E-12, 2.0727E-09, , , , 
DataValue, 2.12, 0.25, 5.2000000000000005E-12, 2.4632E-09, , , , 
DataValue, 2.16, 0.25, 5.39E-12, 2.9246E-09, , , , 
DataValue, 2.2, 0.25, 4.67E-12, 3.4743E-09, , , , 
DataValue, 2.24, 0.25, 5.03E-12, 4.1266E-09, , , , 
DataValue, 2.2800000000000002, 0.25, 5.6E-12, 4.9004E-09, , , , 
DataValue, 2.32, 0.25, 5.38E-12, 5.8042E-09, , , , 
DataValue, 2.36, 0.25, 5.7700000000000007E-12, 6.8666E-09, , , , 
DataValue, 2.4, 0.25, 5.4200000000000007E-12, 8.1247E-09, , , , 
DataValue, 2.44, 0.25, 5.9600000000000005E-12, 9.5842E-09, , , , 
DataValue, 2.48, 0.25, 5.3700000000000007E-12, 1.12873E-08, , , , 
DataValue, 2.52, 0.25, 5.84E-12, 1.3612399999999998E-08, , , , 
DataValue, 2.56, 0.25, 5.2100000000000006E-12, 1.6029599999999997E-08, , , , 
