
SetupTitle, 2-terminal dual Vsweep
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU3:MP, Name=V21, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=-15 V, Step=-100 mV, No. of Steps=NaN, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU4:MP, Name=V22, Source Mode=V, Source=0 V, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, V1, I1
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, , 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, dual I/V Sweep
Dimension1, 361, 361
Dimension2, 1, 1
DataName, V1, I1
DataValue, 0, -2.5E-13
DataValue, 0.1, 4.1638E-10
DataValue, 0.2, 5.24109E-09
DataValue, 0.3, 6.20619E-08
DataValue, 0.4, 7.31147E-07
DataValue, 0.5, 8.3355E-06
DataValue, 0.6, 5.82842E-05
DataValue, 0.70000000000000007, 0.00014826000000000002
DataValue, 0.8, 0.000243884
DataValue, 0.9, 0.000362802
DataValue, 1, 0.000513574
DataValue, 1.1, 0.00070061800000000007
DataValue, 1.2, 0.00092884400000000007
DataValue, 1.3, 0.0012056200000000001
DataValue, 1.4000000000000001, 0.00153246
DataValue, 1.5, 0.00192434
DataValue, 1.6, 0.0023973
DataValue, 1.7, 0.00297173
DataValue, 1.8, 0.0036636
DataValue, 1.9000000000000001, 0.0044754700000000005
DataValue, 2, 0.00538733
DataValue, 2.1, 0.00637628
DataValue, 2.2, 0.00742469
DataValue, 2.3000000000000003, 0.00852114
DataValue, 2.4, 0.00966273
DataValue, 2.5, 0.01085168
DataValue, 2.6, 0.0120853
DataValue, 2.7, 0.013364800000000001
DataValue, 2.8000000000000003, 0.0146995
DataValue, 2.9, 0.0160959
DataValue, 3, 0.017574000000000003
DataValue, 2.9, 0.0161321
DataValue, 2.8000000000000003, 0.0147533
DataValue, 2.7, 0.013429700000000001
DataValue, 2.6, 0.012158100000000002
DataValue, 2.5, 0.0109359
DataValue, 2.4, 0.00976105
DataValue, 2.3000000000000003, 0.00863491
DataValue, 2.2, 0.00755576
DataValue, 2.1, 0.00652927
DataValue, 2, 0.00555676
DataValue, 1.9000000000000001, 0.00465408
DataValue, 1.8, 0.0038369000000000003
DataValue, 1.7, 0.00312449
DataValue, 1.6, 0.00252486
DataValue, 1.5, 0.00202884
DataValue, 1.4000000000000001, 0.00161656
DataValue, 1.3, 0.00127276
DataValue, 1.2, 0.000984241
DataValue, 1.1, 0.000744307
DataValue, 1, 0.00054684900000000008
DataValue, 0.9, 0.00038713200000000005
DataValue, 0.8, 0.000260421
DataValue, 0.70000000000000007, 0.000157373
DataValue, 0.6, 6.0248500000000004E-05
DataValue, 0.5, 8.43702E-06
DataValue, 0.4, 7.39405E-07
DataValue, 0.3, 6.27541E-08
DataValue, 0.2, 5.27309E-09
DataValue, 0.1, 4.12E-10
DataValue, 0, -3.29E-12
DataValue, -0.1, -5.542E-11
DataValue, -0.2, -8.159E-11
DataValue, -0.3, -1.101E-10
DataValue, -0.4, -1.3874E-10
DataValue, -0.5, -1.7027E-10
DataValue, -0.6, -2.0483E-10
DataValue, -0.70000000000000007, -2.4194E-10
DataValue, -0.8, -2.8257E-10
DataValue, -0.9, -3.2775E-10
DataValue, -1, -3.7688E-10
DataValue, -1.1, -4.3118E-10
DataValue, -1.2, -4.9076E-10
DataValue, -1.3, -5.5508E-10
DataValue, -1.4000000000000001, -6.2629E-10
DataValue, -1.5, -7.0414E-10
DataValue, -1.6, -7.8817E-10
DataValue, -1.7, -8.7919E-10
DataValue, -1.8, -9.7597E-10
DataValue, -1.9000000000000001, -1.0883E-09
DataValue, -2, -1.21016E-09
DataValue, -2.1, -1.33648E-09
DataValue, -2.2, -1.47841E-09
DataValue, -2.3000000000000003, -1.63099E-09
DataValue, -2.4, -1.79671E-09
DataValue, -2.5, -1.97723E-09
DataValue, -2.6, -2.17027E-09
DataValue, -2.7, -2.3815E-09
DataValue, -2.8000000000000003, -2.61051E-09
DataValue, -2.9, -2.85956E-09
DataValue, -3, -3.12575E-09
DataValue, -3.1, -3.41652E-09
DataValue, -3.2, -3.73022E-09
DataValue, -3.3000000000000003, -4.07043E-09
DataValue, -3.4, -4.43593E-09
DataValue, -3.5, -4.82791E-09
DataValue, -3.6, -5.25646E-09
DataValue, -3.7, -5.71208E-09
DataValue, -3.8000000000000003, -6.22238E-09
DataValue, -3.9, -6.75652E-09
DataValue, -4, -7.34125E-09
DataValue, -4.1, -7.97044E-09
DataValue, -4.2, -8.65587E-09
DataValue, -4.3, -9.38361E-09
DataValue, -4.4, -1.0186999999999999E-08
DataValue, -4.5, -1.1042299999999999E-08
DataValue, -4.6000000000000005, -1.19787E-08
DataValue, -4.7, -1.2994799999999999E-08
DataValue, -4.8, -1.4096699999999999E-08
DataValue, -4.9, -1.52799E-08
DataValue, -5, -1.6594199999999997E-08
DataValue, -5.1000000000000005, -1.79902E-08
DataValue, -5.2, -1.9500199999999997E-08
DataValue, -5.3, -2.1172999999999997E-08
DataValue, -5.4, -2.29761E-08
DataValue, -5.5, -2.49746E-08
DataValue, -5.6000000000000005, -2.7180499999999996E-08
DataValue, -5.7, -2.9555099999999998E-08
DataValue, -5.8, -3.2169599999999994E-08
DataValue, -5.9, -3.51016E-08
DataValue, -6, -3.8330299999999996E-08
DataValue, -6.1000000000000005, -4.1957299999999993E-08
DataValue, -6.2, -4.5957899999999995E-08
DataValue, -6.3, -5.0539299999999996E-08
DataValue, -6.4, -5.5780199999999991E-08
DataValue, -6.5, -6.17194E-08
DataValue, -6.6000000000000005, -6.8459199999999989E-08
DataValue, -6.7, -7.6329E-08
DataValue, -6.8, -8.5510299999999992E-08
DataValue, -6.9, -9.6255E-08
DataValue, -7, -1.085841E-07
DataValue, -7.1000000000000005, -1.25647E-07
DataValue, -7.2, -1.4252E-07
DataValue, -7.3, -1.62305E-07
DataValue, -7.4, -1.85703E-07
DataValue, -7.5, -2.13407E-07
DataValue, -7.6000000000000005, -2.4602E-07
DataValue, -7.7, -2.84342E-07
DataValue, -7.8, -3.29186E-07
DataValue, -7.9, -3.8247999999999997E-07
DataValue, -8, -4.46054E-07
DataValue, -8.1, -5.20914E-07
DataValue, -8.2, -6.08506E-07
DataValue, -8.3, -7.1435599999999994E-07
DataValue, -8.4, -8.39116E-07
DataValue, -8.5, -9.8621999999999989E-07
DataValue, -8.6, -1.19504E-06
DataValue, -8.7000000000000011, -1.3990900000000002E-06
DataValue, -8.8, -1.6495000000000003E-06
DataValue, -8.9, -1.9490300000000003E-06
DataValue, -9, -2.3074700000000004E-06
DataValue, -9.1, -2.7554200000000005E-06
DataValue, -9.2000000000000011, -3.3197800000000003E-06
DataValue, -9.3, -4.0389E-06
DataValue, -9.4, -4.9999100000000009E-06
DataValue, -9.5, -6.3365400000000005E-06
DataValue, -9.6, -8.3096000000000009E-06
DataValue, -9.7000000000000011, -1.1220800000000001E-05
DataValue, -9.8, -1.71835E-05
DataValue, -9.9, -3.1968E-05
DataValue, -10, -9.5692E-05
DataValue, -10.1, -0.00029172700000000003
DataValue, -10.200000000000001, -0.00067979
DataValue, -10.3, -0.00116477
DataValue, -10.4, -0.0017197900000000001
DataValue, -10.5, -0.00229649
DataValue, -10.6, -0.0028850300000000002
DataValue, -10.700000000000001, -0.00348717
DataValue, -10.8, -0.0040926800000000004
DataValue, -10.9, -0.00474703
DataValue, -11, -0.00550092
DataValue, -11.1, -0.00627752
DataValue, -11.200000000000001, -0.00706495
DataValue, -11.3, -0.0078688
DataValue, -11.4, -0.00866711
DataValue, -11.5, -0.00947185
DataValue, -11.6, -0.01028476
DataValue, -11.700000000000001, -0.01109286
DataValue, -11.8, -0.0119012
DataValue, -11.9, -0.012718700000000001
DataValue, -12, -0.0135376
DataValue, -12.1, -0.014370700000000002
DataValue, -12.200000000000001, -0.015194200000000002
DataValue, -12.3, -0.016019500000000002
DataValue, -12.4, -0.0168529
DataValue, -12.5, -0.017685000000000003
DataValue, -12.6, -0.0185202
DataValue, -12.700000000000001, -0.019365100000000003
DataValue, -12.8, -0.020201300000000002
DataValue, -12.9, -0.021037200000000002
DataValue, -13, -0.021880800000000002
DataValue, -13.1, -0.022718600000000002
DataValue, -13.200000000000001, -0.023553800000000003
DataValue, -13.3, -0.0243953
DataValue, -13.4, -0.025228300000000002
DataValue, -13.5, -0.026058800000000003
DataValue, -13.6, -0.026894
DataValue, -13.700000000000001, -0.027721100000000002
DataValue, -13.8, -0.028544700000000003
DataValue, -13.9, -0.0293658
DataValue, -14, -0.0301894
DataValue, -14.1, -0.031004200000000003
DataValue, -14.200000000000001, -0.031812900000000005
DataValue, -14.3, -0.0326257
DataValue, -14.4, -0.033428400000000004
DataValue, -14.5, -0.0342261
DataValue, -14.6, -0.0350263
DataValue, -14.700000000000001, -0.035816400000000005
DataValue, -14.8, -0.036601100000000004
DataValue, -14.9, -0.037388000000000005
DataValue, -15, -0.038159500000000006
DataValue, -14.9, -0.0373744
DataValue, -14.8, -0.036581800000000005
DataValue, -14.700000000000001, -0.035792700000000004
DataValue, -14.6, -0.0349999
DataValue, -14.5, -0.034196800000000006
DataValue, -14.4, -0.033395600000000004
DataValue, -14.3, -0.0325905
DataValue, -14.200000000000001, -0.0317752
DataValue, -14.1, -0.030963900000000003
DataValue, -14, -0.030147600000000004
DataValue, -13.9, -0.029322300000000003
DataValue, -13.8, -0.028498400000000004
DataValue, -13.700000000000001, -0.027673100000000003
DataValue, -13.6, -0.026843400000000003
DataValue, -13.5, -0.0260055
DataValue, -13.4, -0.025171600000000002
DataValue, -13.3, -0.0243364
DataValue, -13.200000000000001, -0.023493000000000003
DataValue, -13.1, -0.022655300000000003
DataValue, -13, -0.021816600000000002
DataValue, -12.9, -0.020970700000000002
DataValue, -12.8, -0.0201319
DataValue, -12.700000000000001, -0.0192924
DataValue, -12.6, -0.0184464
DataValue, -12.5, -0.017607
DataValue, -12.4, -0.0167729
DataValue, -12.3, -0.015935
DataValue, -12.200000000000001, -0.015108300000000002
DataValue, -12.1, -0.014281600000000002
DataValue, -12, -0.013448300000000002
DataValue, -11.9, -0.0126245
DataValue, -11.8, -0.011803200000000002
DataValue, -11.700000000000001, -0.010992400000000001
DataValue, -11.6, -0.0101823
DataValue, -11.5, -0.0093676
DataValue, -11.4, -0.00856136
DataValue, -11.3, -0.00776039
DataValue, -11.200000000000001, -0.0069561
DataValue, -11.1, -0.0061651300000000004
DataValue, -11, -0.00538628
DataValue, -10.9, -0.00462347
DataValue, -10.8, -0.0039559
DataValue, -10.700000000000001, -0.0033434100000000002
DataValue, -10.6, -0.00273534
DataValue, -10.5, -0.00214071
DataValue, -10.4, -0.00155938
DataValue, -10.3, -0.0010030500000000001
DataValue, -10.200000000000001, -0.000521608
DataValue, -10.1, -0.000184012
DataValue, -10, -5.15041E-05
DataValue, -9.9, -1.77769E-05
DataValue, -9.8, -1.05159E-05
DataValue, -9.7000000000000011, -7.19467E-06
DataValue, -9.6, -5.3142600000000007E-06
DataValue, -9.5, -4.0913E-06
DataValue, -9.4, -3.2617600000000004E-06
DataValue, -9.3, -2.65562E-06
DataValue, -9.2000000000000011, -2.20442E-06
DataValue, -9.1, -1.8448600000000003E-06
DataValue, -9, -1.56402E-06
DataValue, -8.9, -1.3379800000000002E-06
DataValue, -8.8, -1.1509800000000002E-06
DataValue, -8.7000000000000011, -9.96982E-07
DataValue, -8.6, -8.69254E-07
DataValue, -8.5, -7.5973E-07
DataValue, -8.4, -6.66812E-07
DataValue, -8.3, -5.8631E-07
DataValue, -8.2, -5.18683E-07
DataValue, -8.1, -4.59158E-07
DataValue, -8, -4.0746199999999997E-07
DataValue, -7.9, -3.6201099999999997E-07
DataValue, -7.8, -3.23429E-07
DataValue, -7.7, -2.89405E-07
DataValue, -7.6000000000000005, -2.59012E-07
DataValue, -7.5, -2.3209199999999999E-07
DataValue, -7.4, -2.08752E-07
DataValue, -7.3, -1.8815999999999999E-07
DataValue, -7.2, -1.70009E-07
DataValue, -7.1000000000000005, -1.53539E-07
DataValue, -7, -1.3885899999999999E-07
DataValue, -6.9, -1.25831E-07
DataValue, -6.8, -1.14243E-07
DataValue, -6.7, -1.03762E-07
DataValue, -6.6000000000000005, -9.422019999999999E-08
DataValue, -6.5, -8.5939499999999987E-08
DataValue, -6.4, -7.8199899999999993E-08
DataValue, -6.3, -7.1464099999999989E-08
DataValue, -6.2, -6.53008E-08
DataValue, -6.1000000000000005, -5.98422E-08
DataValue, -6, -5.4842199999999993E-08
DataValue, -5.9, -5.0286799999999995E-08
DataValue, -5.8, -4.6129199999999993E-08
DataValue, -5.7, -4.23518E-08
DataValue, -5.6000000000000005, -3.89316E-08
DataValue, -5.5, -3.57703E-08
DataValue, -5.4, -3.2903999999999995E-08
DataValue, -5.3, -3.02471E-08
DataValue, -5.2, -2.7858299999999997E-08
DataValue, -5.1000000000000005, -2.56461E-08
DataValue, -5, -2.3598299999999997E-08
DataValue, -4.9, -2.1739999999999998E-08
DataValue, -4.8, -2.0006799999999998E-08
DataValue, -4.7, -1.8438499999999997E-08
DataValue, -4.6000000000000005, -1.6978899999999997E-08
DataValue, -4.5, -1.56408E-08
DataValue, -4.4, -1.4395899999999998E-08
DataValue, -4.3, -1.3245299999999999E-08
DataValue, -4.2, -1.2186299999999999E-08
DataValue, -4.1, -1.12216E-08
DataValue, -4, -1.03126E-08
DataValue, -3.9, -9.4827999999999987E-09
DataValue, -3.8000000000000003, -8.70519E-09
DataValue, -3.7, -7.97228E-09
DataValue, -3.6, -7.31914E-09
DataValue, -3.5, -6.70997E-09
DataValue, -3.4, -6.13982E-09
DataValue, -3.3000000000000003, -5.61567E-09
DataValue, -3.2, -5.12945E-09
DataValue, -3.1, -4.6905E-09
DataValue, -3, -4.28219E-09
DataValue, -2.9, -3.90616E-09
DataValue, -2.8000000000000003, -3.55906E-09
DataValue, -2.7, -3.24234E-09
DataValue, -2.6, -2.94926E-09
DataValue, -2.5, -2.67841E-09
DataValue, -2.4, -2.42676E-09
DataValue, -2.3000000000000003, -2.19911E-09
DataValue, -2.2, -1.9878599999999998E-09
DataValue, -2.1, -1.79283E-09
DataValue, -2, -1.61549E-09
DataValue, -1.9000000000000001, -1.45105E-09
DataValue, -1.8, -1.30183E-09
DataValue, -1.7, -1.16408E-09
DataValue, -1.6, -1.03796E-09
DataValue, -1.5, -9.2424E-10
DataValue, -1.4000000000000001, -8.1847E-10
DataValue, -1.3, -7.2103E-10
DataValue, -1.2, -6.3358E-10
DataValue, -1.1, -5.5447E-10
DataValue, -1, -4.8171E-10
DataValue, -0.9, -4.155E-10
DataValue, -0.8, -3.544E-10
DataValue, -0.70000000000000007, -3.0101E-10
DataValue, -0.6, -2.5093E-10
DataValue, -0.5, -2.0639E-10
DataValue, -0.4, -1.6485999999999999E-10
DataValue, -0.3, -1.2819E-10
DataValue, -0.2, -9.311E-11
DataValue, -0.1, -5.721E-11
DataValue, 0, 1.97E-12
