
SetupTitle, ID-VG Postbreak
PrimitiveTest, I/V Sweep
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 6
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I2
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, Output.List.Data, V1, I1, V2, I2, V3, I3, V4, I4
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 03/10/2023 17:15:00
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 49
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 7f1e096d-70e0-4a03-9ed4-c66ca15ba99c
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 20
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1.2E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 3.3E-11
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.18181818181818182
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -0.5714285714285714
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.18181818181818182
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -0.5714285714285714
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.18181818181818182
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -0.5714285714285714
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.18181818181818182
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -0.5714285714285714
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.18181818181818182
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -0.5714285714285714
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:MP, Name=V1, Direction=Double, Linear/Log=LINEAR, Start=-2 V, Stop=20 V, Step=110 mV, No. of Steps=201, Compliance=100 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU2:MP, Name=V2, Source Mode=V, Source=250 mV, Compliance=100 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, V1, I1, V2, I2, V3, I3, V4, I4
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, V, A, V, A, V, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ID-VG Postbreak
Dimension1, 402, 402, 402, 402, 402, 402, 402, 402
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, V1, V2, I1, I2, V3, I3, V4, I4
DataValue, -2, 0.25, -7.1800000000000005E-12, 2.367E-11, , , , 
DataValue, -1.8900000000000001, 0.25, -3.9800000000000004E-12, 2.2920000000000003E-11, , , , 
DataValue, -1.78, 0.25, -2.82E-12, 2.247E-11, , , , 
DataValue, -1.67, 0.25, -1.6800000000000001E-12, 2.294E-11, , , , 
DataValue, -1.56, 0.25, -1.51E-12, 2.3150000000000002E-11, , , , 
DataValue, -1.45, 0.25, 1.3E-13, 2.223E-11, , , , 
DataValue, -1.34, 0.25, -7.9000000000000007E-13, 2.127E-11, , , , 
DataValue, -1.23, 0.25, -6.9000000000000009E-13, 2.3370000000000002E-11, , , , 
DataValue, -1.12, 0.25, -3.4E-13, 2.402E-11, , , , 
DataValue, -1.01, 0.25, 9.3E-13, 2.2390000000000003E-11, , , , 
DataValue, -0.9, 0.25, 7.8000000000000011E-13, 2.078E-11, , , , 
DataValue, -0.79, 0.25, 4.7E-13, 2.212E-11, , , , 
DataValue, -0.68, 0.25, 5.8000000000000005E-13, 2.2700000000000003E-11, , , , 
DataValue, -0.57000000000000006, 0.25, 1.0100000000000001E-12, 2.158E-11, , , , 
DataValue, -0.46, 0.25, 1.23E-12, 2.136E-11, , , , 
DataValue, -0.35000000000000003, 0.25, 1.5200000000000002E-12, 2.245E-11, , , , 
DataValue, -0.24, 0.25, 1.2900000000000002E-12, 2.274E-11, , , , 
DataValue, -0.13, 0.25, 1.6300000000000001E-12, 2.223E-11, , , , 
DataValue, -0.02, 0.25, 1.9400000000000002E-12, 2.079E-11, , , , 
DataValue, 0.09, 0.25, 2.13E-12, 2.1640000000000002E-11, , , , 
DataValue, 0.2, 0.25, 2.41E-12, 2.2700000000000003E-11, , , , 
DataValue, 0.31, 0.25, 3.02E-12, 2.2510000000000002E-11, , , , 
DataValue, 0.42, 0.25, 2.4800000000000003E-12, 2.0930000000000002E-11, , , , 
DataValue, 0.53, 0.25, 2.18E-12, 2.209E-11, , , , 
DataValue, 0.64, 0.25, 2.4300000000000003E-12, 2.3040000000000002E-11, , , , 
DataValue, 0.75, 0.25, 3.3200000000000004E-12, 2.1750000000000002E-11, , , , 
DataValue, 0.86, 0.25, 2.5500000000000002E-12, 2.1350000000000003E-11, , , , 
DataValue, 0.97, 0.25, 3.5000000000000004E-12, 2.196E-11, , , , 
DataValue, 1.08, 0.25, 2.92E-12, 2.28E-11, , , , 
DataValue, 1.19, 0.25, 4.33E-12, 2.2130000000000002E-11, , , , 
DataValue, 1.3, 0.25, 2.9300000000000002E-12, 2.145E-11, , , , 
DataValue, 1.41, 0.25, 3.8300000000000004E-12, 2.1600000000000002E-11, , , , 
DataValue, 1.52, 0.25, 4.0400000000000006E-12, 2.2080000000000003E-11, , , , 
DataValue, 1.6300000000000001, 0.25, 4.1500000000000007E-12, 2.1750000000000002E-11, , , , 
DataValue, 1.74, 0.25, 3.76E-12, 2.0840000000000002E-11, , , , 
DataValue, 1.85, 0.25, 4.16E-12, 2.1480000000000003E-11, , , , 
DataValue, 1.96, 0.25, 3.8E-12, 2.163E-11, , , , 
DataValue, 2.07, 0.25, 4.8000000000000005E-12, 2.1460000000000003E-11, , , , 
DataValue, 2.18, 0.25, 4.4400000000000005E-12, 2.0660000000000003E-11, , , , 
DataValue, 2.29, 0.25, 4.88E-12, 2.129E-11, , , , 
DataValue, 2.4, 0.25, 4.27E-12, 2.2370000000000003E-11, , , , 
DataValue, 2.5100000000000002, 0.25, 5.04E-12, 2.1750000000000002E-11, , , , 
DataValue, 2.62, 0.25, 5.6E-12, 2.136E-11, , , , 
DataValue, 2.73, 0.25, 5.44E-12, 2.027E-11, , , , 
DataValue, 2.84, 0.25, 5.1600000000000006E-12, 2.2440000000000002E-11, , , , 
DataValue, 2.95, 0.25, 5.0500000000000005E-12, 2.183E-11, , , , 
DataValue, 3.06, 0.25, 5.5600000000000005E-12, 2.094E-11, , , , 
DataValue, 3.17, 0.25, 5.4000000000000004E-12, 2.1150000000000003E-11, , , , 
DataValue, 3.2800000000000002, 0.25, 5.9800000000000008E-12, 2.232E-11, , , , 
DataValue, 3.39, 0.25, 5.2600000000000006E-12, 2.1790000000000003E-11, , , , 
DataValue, 3.5, 0.25, 5.29E-12, 2.094E-11, , , , 
DataValue, 3.61, 0.25, 5.7600000000000005E-12, 2.116E-11, , , , 
DataValue, 3.72, 0.25, 6.2300000000000007E-12, 2.223E-11, , , , 
DataValue, 3.83, 0.25, 6.1E-12, 2.205E-11, , , , 
DataValue, 3.94, 0.25, 6.4400000000000008E-12, 2.154E-11, , , , 
DataValue, 4.05, 0.25, 6.09E-12, 2.0510000000000002E-11, , , , 
DataValue, 4.16, 0.25, 6.25E-12, 2.1440000000000002E-11, , , , 
DataValue, 4.2700000000000005, 0.25, 5.59E-12, 2.234E-11, , , , 
DataValue, 4.38, 0.25, 6.7700000000000004E-12, 2.1280000000000003E-11, , , , 
DataValue, 4.49, 0.25, 6.66E-12, 1.937E-11, , , , 
DataValue, 4.6000000000000005, 0.25, 7.2000000000000008E-12, 2.074E-11, , , , 
DataValue, 4.71, 0.25, 6.5800000000000006E-12, 2.227E-11, , , , 
DataValue, 4.82, 0.25, 7.6E-12, 2.15E-11, , , , 
DataValue, 4.93, 0.25, 6.96E-12, 2.0770000000000003E-11, , , , 
DataValue, 5.04, 0.25, 7.71E-12, 2.149E-11, , , , 
DataValue, 5.15, 0.25, 7.63E-12, 2.1600000000000002E-11, , , , 
DataValue, 5.26, 0.25, 7.670000000000001E-12, 2.1310000000000002E-11, , , , 
DataValue, 5.37, 0.25, 6.8800000000000006E-12, 2.0180000000000002E-11, , , , 
DataValue, 5.48, 0.25, 7.360000000000001E-12, 2.1000000000000002E-11, , , , 
DataValue, 5.59, 0.25, 7.0000000000000009E-12, 2.2410000000000003E-11, , , , 
DataValue, 5.7, 0.25, 8.24E-12, 2.121E-11, , , , 
DataValue, 5.8100000000000005, 0.25, 8.0900000000000013E-12, 2.0310000000000002E-11, , , , 
DataValue, 5.92, 0.25, 8.06E-12, 2.027E-11, , , , 
DataValue, 6.03, 0.25, 7.52E-12, 2.1200000000000002E-11, , , , 
DataValue, 6.1400000000000006, 0.25, 7.63E-12, 2.0460000000000003E-11, , , , 
DataValue, 6.25, 0.25, 8.2800000000000011E-12, 2.027E-11, , , , 
DataValue, 6.36, 0.25, 8.6000000000000013E-12, 2.0170000000000003E-11, , , , 
DataValue, 6.47, 0.25, 8.75E-12, 2.0860000000000003E-11, , , , 
DataValue, 6.58, 0.25, 8.780000000000001E-12, 2.065E-11, , , , 
DataValue, 6.69, 0.25, 7.7800000000000012E-12, 2.021E-11, , , , 
DataValue, 6.8, 0.25, 8.74E-12, 2.014E-11, , , , 
DataValue, 6.91, 0.25, 8.74E-12, 2.003E-11, , , , 
DataValue, 7.0200000000000005, 0.25, 9.34E-12, 2.061E-11, , , , 
DataValue, 7.13, 0.25, 8.5000000000000013E-12, 2.0000000000000002E-11, , , , 
DataValue, 7.24, 0.25, 9.37E-12, 1.9440000000000003E-11, , , , 
DataValue, 7.3500000000000005, 0.25, 9.13E-12, 2.163E-11, , , , 
DataValue, 7.46, 0.25, 9.96E-12, 2.052E-11, , , , 
DataValue, 7.57, 0.25, 1.0010000000000001E-11, 1.959E-11, , , , 
DataValue, 7.68, 0.25, 9.390000000000001E-12, 1.901E-11, , , , 
DataValue, 7.79, 0.25, 9.78E-12, 2.123E-11, , , , 
DataValue, 7.9, 0.25, 9.6100000000000013E-12, 2.078E-11, , , , 
DataValue, 8.01, 0.25, 1.016E-11, 1.952E-11, , , , 
DataValue, 8.120000000000001, 0.25, 1.0510000000000001E-11, 1.9460000000000003E-11, , , , 
DataValue, 8.23, 0.25, 9.78E-12, 2.027E-11, , , , 
DataValue, 8.34, 0.25, 1.0610000000000001E-11, 2.123E-11, , , , 
DataValue, 8.45, 0.25, 1.069E-11, 1.916E-11, , , , 
DataValue, 8.56, 0.25, 1.005E-11, 1.837E-11, , , , 
DataValue, 8.67, 0.25, 1.0810000000000001E-11, 2.023E-11, , , , 
DataValue, 8.78, 0.25, 1.0940000000000001E-11, 2.067E-11, , , , 
DataValue, 8.89, 0.25, 1.1650000000000002E-11, 1.992E-11, , , , 
DataValue, 9, 0.25, 1.1010000000000001E-11, 1.8840000000000003E-11, , , , 
DataValue, 9.11, 0.25, 1.11E-11, 1.9350000000000003E-11, , , , 
DataValue, 9.22, 0.25, 1.1150000000000002E-11, 1.9980000000000002E-11, , , , 
DataValue, 9.33, 0.25, 1.2230000000000001E-11, 1.9980000000000002E-11, , , , 
DataValue, 9.44, 0.25, 1.1660000000000002E-11, 1.8310000000000003E-11, , , , 
DataValue, 9.55, 0.25, 1.1650000000000002E-11, 1.817E-11, , , , 
DataValue, 9.66, 0.25, 1.21E-11, 1.992E-11, , , , 
DataValue, 9.77, 0.25, 1.22E-11, 1.896E-11, , , , 
DataValue, 9.88, 0.25, 1.2370000000000002E-11, 1.9070000000000002E-11, , , , 
DataValue, 9.99, 0.25, 1.291E-11, 1.814E-11, , , , 
DataValue, 10.1, 0.25, 1.2430000000000001E-11, 1.981E-11, , , , 
DataValue, 10.21, 0.25, 1.391E-11, 1.956E-11, , , , 
DataValue, 10.32, 0.25, 1.301E-11, 1.8110000000000003E-11, , , , 
DataValue, 10.43, 0.25, 1.3390000000000002E-11, 1.712E-11, , , , 
